"ID","PredictedProb"
0,0.201701939105988
1,0.915944218635559
2,0.830175817012787
7,0.53172767162323
10,0.79132866859436
11,0.576236367225647
13,0.940734446048737
14,0.549076318740845
15,0.945752143859863
16,0.869997382164001
17,0.754886448383331
18,0.888361573219299
19,0.957748532295227
20,0.835958361625671
25,0.947939217090607
26,0.883553564548492
29,0.893115878105164
38,0.975397169589996
41,0.95350193977356
44,0.575739622116089
45,0.288548946380615
47,0.764789342880249
48,0.740956604480743
49,0.803719222545624
50,0.794651448726654
53,0.526197791099548
56,0.546924889087677
59,0.937035620212555
60,0.74713259935379
64,0.835495412349701
65,0.97022670507431
66,0.738059222698212
68,0.900789856910706
69,0.745342254638672
70,0.961221814155579
71,0.793721258640289
72,0.681983172893524
76,0.899244427680969
80,0.832403898239136
82,0.844092965126038
83,0.970686733722687
85,0.928322792053223
86,0.821265816688538
87,0.741536974906921
89,0.848691165447235
97,0.912914037704468
99,0.627498269081116
101,0.83917111158371
102,0.148860573768616
103,0.590028285980225
104,0.483562588691711
106,0.970468878746033
107,0.765271484851837
109,0.933489680290222
111,0.418037086725235
113,0.872146427631378
114,0.567949593067169
118,0.888628363609314
119,0.697347462177277
120,0.923308253288269
123,0.691646635532379
128,0.302771389484406
129,0.874773502349854
131,0.95814836025238
133,0.677039742469788
134,0.812049210071564
136,0.951371610164642
137,0.676249921321869
139,0.762253880500793
140,0.929815828800201
142,0.773972928524017
144,0.832266688346863
146,0.927262663841248
147,0.740122854709625
148,0.928698360919952
150,0.263610452413559
151,0.24416409432888
152,0.983144164085388
155,0.975257933139801
158,0.899205088615417
159,0.685699343681335
160,0.969412446022034
161,0.746895909309387
165,0.910902857780457
166,0.422768801450729
170,0.945888698101044
171,0.756251692771912
174,0.62739086151123
175,0.730828702449799
179,0.799736618995667
180,0.918987214565277
181,0.897279798984528
184,0.64746630191803
185,0.562273561954498
187,0.867304146289825
188,0.906165242195129
190,0.81001615524292
191,0.82852566242218
192,0.591339886188507
193,0.888381004333496
196,0.913601815700531
197,0.521183967590332
198,0.659787237644196
205,0.0939347892999649
211,0.902651429176331
213,0.810217142105103
214,0.852078497409821
217,0.483277887105942
218,0.881867468357086
221,0.711894273757935
222,0.661828219890594
225,0.826730787754059
229,0.849175035953522
236,0.632473528385162
237,0.930925905704498
238,0.71571409702301
239,0.967662394046783
242,0.754279673099518
245,0.92833423614502
246,0.805018603801727
247,0.939751386642456
248,0.992331027984619
254,0.902396559715271
255,0.539728999137878
257,0.959987163543701
259,0.724712491035461
264,0.901473641395569
270,0.712810099124908
272,0.866653978824615
274,0.355064272880554
275,0.601656973361969
278,0.854082763195038
280,0.289964824914932
281,0.160554081201553
282,0.371703177690506
283,0.81403648853302
284,0.976394772529602
286,0.861691474914551
287,0.92019659280777
288,0.924870193004608
289,0.846396327018738
290,0.521079838275909
291,0.795013427734375
294,0.636927306652069
295,0.222299784421921
297,0.692841053009033
299,0.708679378032684
305,0.858938932418823
307,0.51329106092453
308,0.774225652217865
313,0.676070272922516
314,0.778390884399414
315,0.769935011863708
316,0.941819489002228
317,0.843120753765106
319,0.585820376873016
322,0.860808491706848
323,0.868510067462921
324,0.89914458990097
326,0.921629667282104
327,0.795942068099976
329,0.981713593006134
330,0.0912326723337173
331,0.500519096851349
336,0.294747292995453
337,0.416681438684464
338,0.850397050380707
340,0.960862815380096
345,0.423746287822723
347,0.919143676757812
348,0.900038301944733
350,0.985111892223358
352,0.879116058349609
356,0.945196449756622
357,0.934296250343323
358,0.908017873764038
359,0.854720771312714
361,0.816832065582275
363,0.30498868227005
364,0.826622188091278
368,0.889318346977234
376,0.975501418113708
378,0.790179133415222
382,0.807509958744049
384,0.526309192180634
385,0.949887096881866
388,0.156372755765915
389,0.961894929409027
391,0.863066434860229
392,0.684230268001556
395,0.875509560108185
396,0.899001121520996
397,0.779685199260712
399,0.828750848770142
404,0.971000552177429
407,0.408020555973053
409,0.826678931713104
410,0.842446267604828
413,0.757440090179443
414,0.624984562397003
416,0.784397423267365
418,0.715835094451904
419,0.855092227458954
420,0.897018849849701
422,0.955050826072693
423,0.806457161903381
427,0.738820254802704
429,0.98520702123642
430,0.592961966991425
431,0.729344129562378
432,0.728815257549286
433,0.94839745759964
434,0.0699193105101585
436,0.757560610771179
437,0.870237112045288
451,0.792362153530121
452,0.702962875366211
454,0.77178418636322
457,0.924653589725494
458,0.909746825695038
460,0.685554981231689
461,0.967567503452301
462,0.712909996509552
463,0.889569163322449
465,0.95381486415863
467,0.931971251964569
473,0.841066777706146
474,0.973891854286194
480,0.144923031330109
481,0.783309161663055
483,0.899700164794922
484,0.483302056789398
485,0.555295765399933
487,0.964672088623047
490,0.951592028141022
491,0.846389591693878
492,0.615871727466583
496,0.921654105186462
497,0.584840714931488
498,0.821701288223267
499,0.928528726100922
501,0.84792685508728
502,0.937064290046692
503,0.851750433444977
506,0.91337251663208
507,0.709461331367493
508,0.626905739307404
509,0.792618274688721
510,0.846214890480042
511,0.906631231307983
513,0.827904582023621
515,0.924351990222931
521,0.471673578023911
522,0.815595924854279
523,0.900068342685699
525,0.924283146858215
529,0.81824654340744
530,0.791322708129883
531,0.660014390945435
533,0.770855069160461
534,0.695921182632446
535,0.9461430311203
537,0.635877430438995
541,0.664191126823425
542,0.759249269962311
543,0.743371486663818
544,0.802237987518311
545,0.629469633102417
549,0.931794047355652
550,0.891999244689941
551,0.850314736366272
553,0.50358510017395
