"ID","PredictedProb"
0,0.407987743616104
1,0.714409649372101
2,0.660723030567169
7,0.615818858146667
10,0.665110766887665
11,0.553386569023132
13,0.761611104011536
14,0.53928542137146
15,0.741066336631775
16,0.713038623332977
17,0.670843660831451
18,0.689335286617279
19,0.702301859855652
20,0.735201716423035
25,0.713704824447632
26,0.686656653881073
29,0.635453641414642
38,0.774669826030731
41,0.749371647834778
44,0.548164486885071
45,0.444954305887222
47,0.654327213764191
48,0.666930437088013
49,0.665327429771423
50,0.736797332763672
53,0.510338246822357
56,0.518549025058746
59,0.721097528934479
60,0.602352619171143
64,0.690394520759583
65,0.789074540138245
66,0.69267338514328
68,0.712490618228912
69,0.593582093715668
70,0.734291017055511
71,0.703925967216492
72,0.599754691123962
76,0.669063806533813
80,0.683487296104431
82,0.647239923477173
83,0.771533131599426
85,0.741003572940826
86,0.737111926078796
87,0.62270587682724
89,0.682497382164001
97,0.712598085403442
99,0.606509625911713
101,0.663600862026215
102,0.454486280679703
103,0.572559714317322
104,0.580273866653442
106,0.756860136985779
107,0.594450414180756
109,0.727729439735413
111,0.494759857654572
113,0.692826867103577
114,0.568201541900635
118,0.726327478885651
119,0.6285440325737
120,0.701840460300446
123,0.623021125793457
128,0.421428680419922
129,0.703598916530609
131,0.749640822410583
133,0.601329147815704
134,0.64557945728302
136,0.755855083465576
137,0.614621877670288
139,0.644988298416138
140,0.716218411922455
142,0.625942528247833
144,0.657863914966583
146,0.742361545562744
147,0.633493900299072
148,0.739945769309998
150,0.418325275182724
151,0.414529502391815
152,0.78550785779953
155,0.778856515884399
158,0.734591424465179
159,0.617579221725464
160,0.772426903247833
161,0.63079833984375
165,0.754095435142517
166,0.508768022060394
170,0.774528443813324
171,0.653400599956512
174,0.637587904930115
175,0.63140881061554
179,0.667970299720764
180,0.74028480052948
181,0.718829989433289
184,0.605800151824951
185,0.544019103050232
187,0.719807147979736
188,0.703904926776886
190,0.671250462532043
191,0.624085128307343
192,0.600330293178558
193,0.708220839500427
196,0.708868384361267
197,0.586615145206451
198,0.564026892185211
205,0.358138144016266
211,0.713612675666809
213,0.648856639862061
214,0.710083484649658
217,0.546452045440674
218,0.730030715465546
221,0.632745504379272
222,0.58474999666214
225,0.686204075813293
229,0.670393407344818
236,0.58793967962265
237,0.749313771724701
238,0.614548325538635
239,0.781378090381622
242,0.606043696403503
245,0.738850712776184
246,0.691693425178528
247,0.731789469718933
248,0.798717737197876
254,0.706813037395477
255,0.550290822982788
257,0.775532305240631
259,0.664012968540192
264,0.766658008098602
270,0.614750981330872
272,0.699480175971985
274,0.443586468696594
275,0.510077476501465
278,0.673856437206268
280,0.422034949064255
281,0.40350216627121
282,0.47159269452095
283,0.734176218509674
284,0.771360158920288
286,0.73886501789093
287,0.736961960792542
288,0.735251367092133
289,0.7281494140625
290,0.540599882602692
291,0.6982661485672
294,0.554695188999176
295,0.437108367681503
297,0.589432418346405
299,0.647324979305267
305,0.69294285774231
307,0.51239812374115
308,0.676022350788116
313,0.561478972434998
314,0.688076198101044
315,0.70950847864151
316,0.740544438362122
317,0.676286816596985
319,0.577029168605804
322,0.651247680187225
323,0.725799381732941
324,0.718323767185211
326,0.764024019241333
327,0.605964720249176
329,0.798243165016174
330,0.318939477205276
331,0.496778219938278
336,0.469225645065308
337,0.535280048847198
338,0.719400346279144
340,0.774523973464966
345,0.490239351987839
347,0.726633429527283
348,0.690768599510193
350,0.796350717544556
352,0.665567517280579
356,0.761089146137238
357,0.764090418815613
358,0.764870882034302
359,0.687764883041382
361,0.686836421489716
363,0.468163192272186
364,0.669088661670685
368,0.726584553718567
376,0.785632491111755
378,0.669953465461731
382,0.707260489463806
384,0.552412211894989
385,0.785843133926392
388,0.410514950752258
389,0.768564283847809
391,0.620788097381592
392,0.612666606903076
395,0.671392738819122
396,0.737151741981506
397,0.69354659318924
399,0.672183752059937
404,0.762260496616364
407,0.506011247634888
409,0.711961269378662
410,0.68388706445694
413,0.661268591880798
414,0.600396454334259
416,0.675009369850159
418,0.629865109920502
419,0.706266939640045
420,0.741250097751617
422,0.772136092185974
423,0.673846542835236
427,0.632588505744934
429,0.798765659332275
430,0.578048527240753
431,0.646408259868622
432,0.656772792339325
433,0.739451110363007
434,0.370257526636124
436,0.636897385120392
437,0.729477941989899
451,0.610410571098328
452,0.670422375202179
454,0.615322709083557
457,0.714313507080078
458,0.713489830493927
460,0.560305535793304
461,0.769147574901581
462,0.656509101390839
463,0.717403471469879
465,0.77074134349823
467,0.72743946313858
473,0.702872633934021
474,0.744097650051117
480,0.399610370397568
481,0.639308273792267
483,0.740217506885529
484,0.566669344902039
485,0.560455620288849
487,0.730240821838379
490,0.765442550182343
491,0.706045508384705
492,0.589073479175568
496,0.682805418968201
497,0.582427978515625
498,0.645477712154388
499,0.70310777425766
501,0.654854774475098
502,0.709038734436035
503,0.692582547664642
506,0.735127151012421
507,0.640038192272186
508,0.556034982204437
509,0.660554230213165
510,0.685868382453918
511,0.698899447917938
513,0.661096274852753
515,0.74509996175766
521,0.515498280525208
522,0.678610503673553
523,0.709644794464111
525,0.709096968173981
529,0.7113396525383
530,0.596652328968048
531,0.605944097042084
533,0.667426943778992
534,0.606639266014099
535,0.768216729164124
537,0.585720896720886
541,0.578927457332611
542,0.654938757419586
543,0.642912089824677
