"","row_id","bidder_id","bid_merchandise","bid_country","bid_url","total_auctions","total_devices","total_countries","total_ips","total_urls","max_bids","max_auctions","max_devices","max_countries","max_ips","max_urls","bid_freq","auction_freq","device_freq","country_freq","ip_freq","url_freq","url_auction","ip_device","url_device","ip_country","url_country","max_bid_in_device","max_bid_in_country","max_bid_in_url","outcome"
"601",33,"7ce3afe39ece9d672e9adcf3dcf2aa44a8r22                           ",5.88e-05,0.001044932,0,0.002843602,0.000687758,0.007352941,4.27e-05,0.000289302,0,0,0,0,0,0,0.472653061,0.476643599,0.56244898,0.53633218,0.53633218,0.441176471,0.023499524,0.003095975,0.011703002,0,0.003404412,0.000312451,0.00015921,0,0
"602",47,"3714da7069a5205137cacf89ab3a136ffx2u2                           ",0.018039935,0.017716823,0.00129435,0.110900474,0.172627235,0.316176471,0.028169616,0.029913788,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.401632653,0.587370242,0.548571429,0.673010381,0.438581315,0.459342561,0.069387107,0.009783282,0.008023797,0.012556054,0.013491132,0.009529761,0.018587804,0.00368629,1
"603",48,"6e848149cabc4434155aacb610fb20de6vq5b                           ",0.006405058,0.006112853,0.000249671,0.152606635,0.064649243,0.308823529,0.010045311,0.022912689,0,0,0,0,0,0,0.484897959,0.559688581,0.627755102,0.673875433,0.526816609,0.48183391,0.038583677,0.009205366,0.016321578,0.004026906,0.010569779,0.003046399,0.002905588,0.000485619,1
"604",72,"5c5dbe70c2cb05d208c22d204146e1e9f3lvq                           ",0.00029381,0.002194357,8.54e-05,0.01042654,0.005502063,0.029411765,0.000512952,0.001272927,0,0,0,0,0,0,0.728979592,0.779411765,0.815510204,0.855536332,0.772491349,0.723183391,0.030168307,0.004912281,0.009980821,0.001434978,0.005244635,0.001171692,0.000796052,2.21e-05,0
"605",82,"cffb5f3c1f4ca815d0f643fcb2f2f316beod4                           ",0.298840038,0.301426332,0.001537451,1,0.560522696,0.316176471,0.569590493,0.439912052,0.444444444,0.5,0.571428571,0.8,0.444444444,0.666666667,0.172244898,0.397923875,0.453061224,0.673010381,0.179065744,0.227508651,0.114004446,0.066377709,0.036439782,0.270726457,0.198721045,0.307217622,0.320331157,0.209368033,0
"606",83,"953879d32e39e014cf8ce73daa2547cb2ke8t                           ",0.042978528,0.018030303,0.001057819,0.156398104,0.362448418,0.75,0.084081388,0.081062316,0.222222222,0.25,0.285714286,0.4,0.222222222,0.333333333,0.330612245,0.557958478,0.488163265,0.599480969,0.344290657,0.373702422,0.133852017,0.014365325,0.010372226,0.016242152,0.015607388,0.014763318,0.033394364,0.036377282,0
"607",92,"668d393e858e8126275433046bbd35c6tywop                           ",0.094207242,0.030052247,0.001826544,0.372511848,0.485557084,1,0.194366077,0.122606029,0.333333333,0.375,0.428571429,0.4,0.333333333,0.5,0.266122449,0.483564014,0.464489796,0.574394464,0.271626298,0.337370242,0.085106383,0.025510836,0.011703002,0.028878924,0.017746647,0.122480862,0.112919917,0.089971967,0
"608",94,"055282b75717345ba6f53d40e9e6d6c56qrzp                           ",0.072441796,0.026546499,0.000795007,0.241706161,0.406464924,0.867647059,0.151363598,0.161661749,0.333333333,0.25,0.428571429,0.4,0.333333333,0.5,0.288163265,0.520761246,0.479183673,0.58650519,0.293252595,0.314013841,0.173070816,0.023653251,0.018435164,0.025793722,0.026970763,0.044133729,0.04398185,0.060415425,0
"609",96,"86e888c2dafacf13580a1211abf50961w6foa                           ",0.025761262,0.054038662,0.003357424,0.158293839,0.145804677,0.147058824,0.054372916,0.020713996,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.372244898,0.557093426,0.56244898,0.737024221,0.381487889,0.491349481,0.03366148,0.023653251,0.0065756,0.053470852,0.019621374,0.013201062,0.082630154,0.016775931,1
"610",97,"3d48fb12020c1a81a65fdba2d75caf0d6q2nc                           ",0.000470096,0.010188088,0.002339028,0.016113744,0.013755158,0.007352941,0.000983158,0.000462883,0,0,0,0,0,0,0.694693878,0.748269896,0.749387755,0.937716263,0.723183391,0.807958478,0.007621467,0.003673891,0.0016439,0.009865471,0.005129621,0.000312451,0.001552301,0.00030903,0
"611",98,"518e9fb1055de6532ed2df6d03fb78feus5s0                           ",0.000188038,0.003918495,0.010512484,0.006635071,0.002063274,0.007352941,0.000384714,0,0,0,0,0,0,0,0.728163265,0.776816609,0.845714286,0.897058824,0.757785467,0.956747405,0.001746586,0.009287926,0.000939371,0.003587444,0.000529064,0.00054679,0.000597039,0.000353177,0
"612",101,"f6485cac867e1e7d2d991838551b4c4bfnarv                           ",0.000458344,0.020376176,0.001366623,0.022748815,0.015130674,0,0.000983158,0.000694324,0,0,0,0,0,0,0.696326531,0.718858131,0.742040816,0.997404844,0.722318339,0.775951557,0.007939028,0.003261094,0.002191867,0.020627803,0.014905804,0.000390564,0.001552301,0.000154515,0
"613",102,"300bb4c9816a7064b106c9c6cec2f51ei13n5                           ",4.7e-05,0.002089864,0.00044021,0.002843602,0,0,8.55e-05,0.000115721,0,0,0,0,0,0,0.848163265,0.858131488,0.979591837,0.978373702,0.883217993,0.883217993,0.011590981,0.011351909,0.011703002,0.001793722,0.003404412,0.000312451,0.00015921,2.21e-05,0
"614",110,"445305769cbfccafc89ff5ebd004598einesy                           ",0.016100789,0.011415883,0.00086071,0.218957346,0.242778542,0.433823529,0.036334103,0.034311173,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.410612245,0.529411765,0.520816327,0.646193772,0.416955017,0.448096886,0.040330264,0.008875129,0.006536459,0.011820628,0.011340372,0.006873926,0.015682216,0.008299671,0
"615",114,"40efc98d259ee36a8c2a387ba49f39d0fa39h                           ",0.001704098,0.014733542,0.006721419,0.021800948,0.04607978,0.029411765,0.003889886,0.000694324,0.111111111,0,0,0,0.111111111,0,0.592653061,0.724913495,0.654693878,0.859861592,0.608131488,0.777681661,0.008256589,0.004540764,0.000704529,0.015605381,0.002944356,0.002499609,0.00525394,0.001456857,0
"616",118,"a60101895443bfa5d4485b9c2c3e1b68t5ppq                           ",0.000282058,0.012539185,0.002628121,0.013270142,0.006877579,0,0.00064119,0.000231441,0,0,0,0,0,0,0.713469388,0.741349481,0.78122449,0.974913495,0.735294118,0.835640138,0.004922198,0.00495356,0.001722181,0.013452915,0.00570469,0.000859241,0.000955262,0.000441472,0
"617",127,"54e279a4e162af7fc55d640aa62d0cbc9hxil                           ",0.013338974,0.013955068,0.000591327,0.240758294,0.165749656,0.294117647,0.031803026,0.034542614,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.426122449,0.520761246,0.551836735,0.679065744,0.428200692,0.447231834,0.036995872,0.011682147,0.009628557,0.015399103,0.016734525,0.011326355,0.033195351,0.010529104,0
"618",140,"55b39a51c925bfb42fb812ebc5fe318emsjjf                           ",0.002609033,0.011128527,0.000249671,0.053080569,0.046767538,0.066176471,0.006326408,0.009315512,0,0,0,0,0,0,0.558367347,0.649653979,0.653877551,0.80017301,0.566608997,0.559688581,0.044776119,0.007884417,0.009158871,0.012466368,0.018586249,0.001171692,0.007642095,0.00024281,1
"619",141,"b071545f5ad73150880c42e780d951bdzvxn7                           ",0.007580298,0.009707419,0.000768725,0.191469194,0.130674003,0.235294118,0.018466273,0.017184517,0.222222222,0.25,0.142857143,0.2,0.222222222,0.166666667,0.471836735,0.540657439,0.571428571,0.697231834,0.474913495,0.506920415,0.023023182,0.008338493,0.006066774,0.010869955,0.010339751,0.003983753,0.009632224,0.003620069,0
"620",146,"d27221cf2bfaf0fa7a60ffd3e1e3a53efagvp                           ",0.006017229,0.017345873,0.001202365,0.08436019,0.085281981,0.102941176,0.014918355,0.010414859,0.111111111,0.125,0.142857143,0,0.111111111,0.166666667,0.490612245,0.610726644,0.605714286,0.765570934,0.493079585,0.55017301,0.031597332,0.010526316,0.005636228,0.020026906,0.013836174,0.002890173,0.018627607,0.002781273,0
"621",152,"0cbd01c9e8cc800aabd3b3e4c618f9caktfgp                           ",0.00978975,0.01400209,0.000637319,0.065402844,0.115543329,0.213235294,0.024792682,0.024417057,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.436734694,0.617647059,0.567346939,0.690311419,0.434256055,0.461937716,0.0955859,0.013168215,0.009745978,0.016475336,0.016170957,0.005467896,0.027583187,0.003730437,0
"622",158,"3893d2c62d59c232112efd332bc342dap8b4j                           ",0.000105772,0.002089864,0.00153088,0.006635071,0.004126547,0.007352941,0.000256476,0.000115721,0,0,0,0,0,0,0.803265306,0.810553633,0.831836735,0.930795848,0.821799308,0.89532872,0.0057161,0.003095975,0.0016439,0.002242152,0.001679203,0.000156226,0.000318421,0.000154515,0
"623",162,"d9c6b6d7290e4475bcd6d264fb33a706fqtvc                           ",0.007921118,0.009007315,0.000847569,0.120379147,0.122420908,0.264705882,0.020261606,0.017010936,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.468571429,0.580449827,0.576326531,0.687716263,0.467128028,0.507785467,0.036201969,0.009907121,0.006419038,0.010618834,0.009120604,0.00335885,0.011542748,0.003112377,0
"624",167,"ff58ffde976a4899dcd89597a7877e18lntgz                           ",0.005100542,0.006577847,0.001609724,0.113744076,0.090096286,0.227941176,0.013208515,0.007232541,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.503673469,0.584775087,0.600816327,0.69982699,0.503460208,0.581314879,0.016195618,0.008668731,0.003679205,0.007793722,0.004485543,0.003280737,0.013652285,0.003311039,0
"625",172,"4d6fa52e125a18f433db6e6603b58ec7k1key                           ",0.000528858,0.000893417,0.000854139,0.012322275,0.018569464,0.117647059,0.001367872,0.001099346,0,0,0,0,0,0,0.685714286,0.769896194,0.726530612,0.753460208,0.69550173,0.738754325,0.02238806,0.003839009,0.002739833,0.000843049,0.001311159,0.000781128,0.000477631,0.000529766,0
"626",174,"eaad20ae39d343daf76adc0b1a4984faumuzj                           ",0.000740401,0.032915361,0.000446781,0.001895735,0.030949106,0,0.00192357,0.002140832,0,0,0,0,0,0,0.654693878,0.898788927,0.681632653,0.993944637,0.662629758,0.679065744,0.200857415,0.003095975,0.003209519,0.040358744,0.043659283,0.000312451,0.002507562,0.00055184,0
