"","row_id","bidder_id","bid_merchandise","bid_country","bid_url","total_auctions","total_devices","total_countries","total_ips","total_urls","max_bids","max_auctions","max_devices","max_countries","max_ips","max_urls","bid_freq","auction_freq","device_freq","country_freq","ip_freq","url_freq","url_auction","ip_device","url_device","ip_country","url_country","max_bid_in_device","max_bid_in_country","max_bid_in_url","outcome"
"301",483,"461b089147eb78c582ca8a30fa7581a7mflo5                           ",2.35e-05,0.001044932,0.00131406,0,0.000687758,0,8.55e-05,0,0,0,0,0,0,0,0.871020408,0.958477509,0.903673469,0.958477509,0.863321799,0.958477509,0.015560495,0.005159959,0.001917883,0.001793722,0.001104134,7.81e-05,7.96e-05,4.41e-05,0
"302",378,"0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0                           ",0.000199791,0.000820272,0.00065703,0.013270142,0.008940853,0.044117647,0.00064119,0.000462883,0,0,0,0,0,0,0.755918367,0.756920415,0.776326531,0.82266436,0.751730104,0.801038062,0.009209273,0.003673891,0.00246585,0.001156951,0.001437674,0.000234338,0.00015921,0.000176589,0
"303",521,"37ca0d0ded383d709676a4f9729ef39cpjfh4                           ",9.4e-05,0.000417973,0.000525624,0.006635071,0.004814305,0.029411765,0.000341968,0.000231441,0,0,0,0,0,0,0.815510204,0.814878893,0.825306122,0.855536332,0.80449827,0.855536332,0.009685614,0.003632611,0.002426709,0.000717489,0.001104134,7.81e-05,7.96e-05,8.83e-05,0
"304",623,"3f3a3705be5ea07b9ba7ee646ed756fbssuo7                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"305",296,"e8581ec94cd4d5009ab6b36c6aca9f0cp3txb                           ",0.000258553,0.011494253,0.001024967,0.013270142,0.010316369,0,0.000769428,0.000462883,0,0,0,0,0,0,0.739591837,0.761245675,0.768979592,0.994809689,0.740484429,0.805363322,0.009209273,0.003880289,0.002152726,0.016143498,0.010305247,0.000234338,0.000875657,0.000154515,0
"306",261,"3dbb502d9d6f89b26f62cc804df54dcandhp0                           ",0.001316269,0.01915883,0.000886991,0.033175355,0.03301238,0.014705882,0.003804394,0.002719435,0,0,0,0,0,0,0.613061224,0.689446367,0.681632653,0.903979239,0.609861592,0.664359862,0.020800254,0.006563467,0.003796626,0.026008969,0.018356221,0.001171692,0.004378284,0.000794649,0
"307",171,"7b93ccc9d5730b561ec5fa7f4bd48c04qudf1                           ",0.009213882,0.012293626,0.00022339,0.170616114,0.15474553,0.227941176,0.024023254,0.03373257,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.455510204,0.55017301,0.55755102,0.69982699,0.452422145,0.448961938,0.050968561,0.009246646,0.010059102,0.014878924,0.020944034,0.005702234,0.008079924,0.001390636,0
"308",137,"222a0e05442fec0af2d20ebdcafe4b28c2pi4                           ",2.35e-05,0.000261233,0.000328515,0.001895735,0.000687758,0.007352941,4.27e-05,5.79e-05,0,0,0,0,0,0,0.766530612,0.752595156,0.8,0.788062284,0.788062284,0.788062284,0.010320737,0.003095975,0.003874907,0,0.001104134,7.81e-05,3.98e-05,2.21e-05,0
"309",272,"6a3b1ee159716b743ddb8e07e499fadbhqn74                           ",4.7e-05,0.002089864,0,0.002843602,0.002751032,0,0.000128238,0.000231441,0,0,0,0,0,0,0.83755102,0.846885813,0.83755102,0.967128028,0.846885813,0.827854671,0.01953001,0.002270382,0.003874907,0.002690583,0.00570469,0,0.00015921,0,0
"310",517,"24108e769a15b155bd2d63c58368ae5946zhs                           ",1.18e-05,0,0.00065703,0.000947867,0.000687758,0.007352941,4.27e-05,0,0,0,0,0,0,0,0.867755102,0.859861592,0.867755102,0.859861592,0.859861592,0.920415225,0.007621467,0.003095975,0.001917883,0,0.000529064,0,0,2.21e-05,0
"311",318,"1870650d20a97db60ce4133bb9352b69h9phj                           ",0.000434839,0.000579937,0.001123522,0.018957346,0.018569464,0.125,0.001325126,0.000752184,0,0,0,0,0,0,0.70122449,0.734429066,0.725714286,0.748269896,0.698096886,0.769896194,0.010320737,0.003673891,0.001917883,0.000699552,0.000851103,0.000156226,0.000398026,0.000264883,0
"312",1,"20ebb9de648c6df989f04d07cf273c7b3yu8c                           ",0.017887153,0.795193312,1,0.020853081,0,0,0,0,0.222222222,0.25,0,0,0,0,0.328979592,0.651384083,0.926530612,0.922145329,0.922145329,0.922145329,0.000317561,0.003095975,0.003874907,0,0.001104134,0.118887674,0.060579526,0.033596009,0
"313",670,"59cad1329d42bda3d678bae082bee7edgvt7q                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"314",576,"c6f07c222aa3a9d35b0e01f8959ffd21oownr                           ",2.35e-05,0.001044932,0,0.000947867,0.001375516,0,8.55e-05,0.000115721,0,0,0,0,0,0,0.857959184,0.884948097,0.857959184,0.944636678,0.849480969,0.849480969,0.023499524,0.003095975,0.003874907,0.001793722,0.003404412,0,7.96e-05,0,0
"315",577,"86b6207b5e87d58ae307bdc1545a101akz0ew                           ",4.7e-05,0.000783699,0,0.003791469,0.002751032,0.007352941,0.000170984,0.000231441,0,0,0,0,0,0,0.857142857,0.848615917,0.857142857,0.92733564,0.848615917,0.848615917,0.015560495,0.003095975,0.003874907,0.001345291,0.002829342,0,0.000119408,0,0
"316",131,"9d8a1ddb38499b3403a6a93395ef29bcrznni                           ",2.35e-05,0.000261233,0.00131406,0.001895735,0.000687758,0.007352941,4.27e-05,0,0,0,0,0,0,0,0.891428571,0.884948097,0.924897959,0.920415225,0.920415225,0.980103806,0.004922198,0.003095975,0.001917883,0,0.000529064,7.81e-05,3.98e-05,4.41e-05,0
"317",420,"d3c80e9f6b8e1d774679fd8dd5aae611e3qls                           ",0.000176286,0.000407524,9.2e-05,0.012322275,0.008940853,0.058823529,0.000598444,0.000752184,0,0,0,0,0,0,0.764897959,0.762975779,0.776326531,0.801038062,0.756920415,0.762975779,0.015560495,0.003384933,0.003874907,0.000600897,0.001748212,7.81e-05,0.000199013,4.41e-05,0
"318",579,"8ab98c1e6cbfb902af4e02050a886396a40bg                           ",1.18e-05,0.000522466,0,0.000947867,0.000687758,0,4.27e-05,5.79e-05,0,0,0,0,0,0,0.789387755,0.776816609,0.789387755,0.83650519,0.776816609,0.776816609,0.015560495,0.003095975,0.003874907,0.000896861,0.002254273,0,3.98e-05,0,0
"319",256,"9372e27ce85a8c8b9460b87c37cf55ecqjjkd                           ",0.000716896,0.005956113,0.000906702,0.023696682,0.027510316,0.029411765,0.002051808,0.001446508,0,0,0,0,0,0,0.66122449,0.716262976,0.695510204,0.85899654,0.661764706,0.716262976,0.015560495,0.003921569,0.002426709,0.007892377,0.005934718,0.000312451,0.001791116,0.000397325,0
"320",601,"08353687608279ddd83e4d36fadd1cd8ritj3                           ",2.35e-05,0.000261233,0,0,0.001375516,0.007352941,8.55e-05,0.000115721,0,0,0,0,0,0,0.871020408,0.958477509,0.871020408,0.898788927,0.863321799,0.863321799,0.047316608,0.003095975,0.003874907,0.00044843,0.001679203,0,3.98e-05,0,0
"321",375,"bd6adbe79fcb843aeb97546947af1236kbg7p                           ",0.000399582,0.001509927,0.001432326,0.02464455,0.015818432,0.058823529,0.00128238,0.000578603,0,0,0,0,0,0,0.694693878,0.698961938,0.724897959,0.794117647,0.686851211,0.775951557,0.006192442,0.004293086,0.001761321,0.002188341,0.001357164,0.000390564,0.000875657,0.000419398,0
"322",604,"ec3b2ff6f725e847f93285bc9d2b7b3dvcd4u                           ",2.35e-05,0.000261233,0,0.001895735,0.001375516,0.007352941,8.55e-05,0.000115721,0,0,0,0,0,0,0.88,0.87283737,0.88,0.907439446,0.87283737,0.87283737,0.015560495,0.003095975,0.003874907,0.00044843,0.001679203,0,3.98e-05,0,0
"323",661,"bbf1dcd2f0100fa90e4a8544b90e35846p5y0                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"324",306,"a48837ccd05bca96ddbf02c55ecccf639adk2                           ",5.88e-05,0.000522466,0.000328515,0.003791469,0.002751032,0.014705882,0.000170984,0.000173581,0,0,0,0,0,0,0.801632653,0.805363322,0.816326531,0.849480969,0.805363322,0.824394464,0.012384884,0.003095975,0.003092098,0.000600897,0.00148368,7.81e-05,3.98e-05,2.21e-05,0
"325",582,"a262e805f766306f4adb38211abf235akxqh8                           ",1.18e-05,0.000522466,0,0,0.000687758,0,4.27e-05,5.79e-05,0,0,0,0,0,0,0.761632653,0.807093426,0.761632653,0.807093426,0.747404844,0.747404844,0.031438552,0.003095975,0.003874907,0.000896861,0.002254273,0,3.98e-05,0,0
"326",620,"4761b2fdb4ce610d1d8dd9ea50f478cf7et0f                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"327",439,"9b51afa3c3a736bdf93bd1f2a7b0a0903c34w                           ",0.000564115,0.002319749,0.001353482,0.011374408,0.022696011,0.058823529,0.001966316,0.000867905,0,0,0,0,0,0,0.680816327,0.775951557,0.710204082,0.807958478,0.665224913,0.758650519,0.019212448,0.004664603,0.001800462,0.003784753,0.002001242,0.000468677,0.001472695,0.000419398,0
"328",73,"25558d24bca82beef0f9db4ba1fe2045ynnvq                           ",5.88e-05,0.00261233,0,0.004739336,0.000687758,0,8.55e-05,0.000289302,0,0,0,0,0,0,0.832653061,0.82266436,0.92244898,0.977508651,0.882352941,0.82266436,0.015560495,0.005159959,0.011703002,0.001793722,0.006854829,0.000312451,0.000199013,0,0
"329",55,"9744d8ea513490911a671959c4a530d81fj5e                           ",0.001480802,0.00684953,0.0010841,0.053080569,0.032324622,0.058823529,0.002479268,0.002719435,0,0,0,0,0,0,0.604081633,0.650519031,0.684081633,0.809688581,0.647058824,0.665224913,0.013020006,0.004045408,0.003874907,0.004986547,0.006084236,0.003124512,0.002825983,0.00110368,0
"330",138,"d428139761f7b7563d57bb1f87b55876388j9                           ",2.35e-05,0.000261233,0,0.000947867,0.000687758,0.007352941,4.27e-05,0.000115721,0,0,0,0,0,0,0.897959184,0.92733564,0.931428571,0.92733564,0.92733564,0.891868512,0.023499524,0.003095975,0.005831931,0,0.001679203,7.81e-05,3.98e-05,0,0
"331",9,"ec6d3fbd8408ba43891370d4ffe41eabhnwbs                           ",5.88e-05,0.00261233,0.000328515,0,0,0,0,0.000173581,0,0,0,0,0,0,0.791836735,0.934256055,0.937959184,0.934256055,0.934256055,0.814878893,0.063194665,0.003095975,0.01561705,0,0.004554551,0.000390564,0.000199013,2.21e-05,0
"332",319,"3ce8aa0207022698b6d0eef09c89b381jzqi1                           ",0.000434839,0.001003135,0.000341656,0.013270142,0.014442916,0.088235294,0.001325126,0.001388648,0,0,0,0,0,0,0.693877551,0.756055363,0.737959184,0.76816609,0.690311419,0.711072664,0.026198793,0.00495356,0.004422874,0.001309417,0.002162262,0.000312451,0.000437828,0.000220736,0
"333",53,"dfa45994c8471762d04deb23c6450598byp8y                           ",0.00029381,0.013061651,0.001780552,0.002843602,0.005502063,0,0.000470206,0.000347162,0,0,0,0,0,0,0.728979592,0.875432526,0.815510204,0.994809689,0.780276817,0.826989619,0.027469038,0.004458204,0.003013817,0.009865471,0.008004969,0.001327918,0.000995064,0.000419398,0
"334",76,"0a6ba32afe4756995db2f5cf2461cddbvj445                           ",3.53e-05,0.000522466,0,0.000947867,0.000687758,0.007352941,4.27e-05,0.000173581,0,0,0,0,0,0,0.813877551,0.862456747,0.870204082,0.862456747,0.862456747,0.802768166,0.031438552,0.003095975,0.007788955,0,0.002254273,0.000156226,7.96e-05,0,0
"335",456,"2a73f10b3b8f2b825e220ba0a1d2c49f9nikz                           ",8.23e-05,0.000522466,0.004599212,0.005687204,0,0.022058824,0.000299222,0,0,0,0,0,0,0,0.813877551,0.814013841,0.982857143,0.862456747,0.802768166,0.98183391,0.001905367,0.031991744,0.003874907,0.000896861,0.000241529,0.00054679,0.00015921,0.000154515,0
"336",46,"e59ca537cb8df3053bdd555bc987b4a7c7m4e                           ",7.05e-05,0.001306165,0.001642576,0.001895735,0.000687758,0.007352941,8.55e-05,5.79e-05,0,0,0,0,0,0,0.823673469,0.885813149,0.925714286,0.921280277,0.885813149,0.921280277,0.010320737,0.005159959,0.003874907,0.00044843,0.001104134,0.000390564,0.000199013,8.83e-05,0
"337",183,"a0aeb6de8a21a5b776f63530ed753fdb34k7y                           ",0.006769383,0.00762278,0.001583443,0.158293839,0.121045392,0.264705882,0.017996067,0.009720535,0,0,0,0,0,0,0.480816327,0.556228374,0.577142857,0.686851211,0.476643599,0.556228374,0.015719276,0.00879257,0.003679205,0.009336323,0.00521013,0.007655054,0.013652285,0.004988632,0
"338",498,"bfc7a0819397d910db7c24eaba1ed4c68dwiq                           ",1.18e-05,0.000522466,0.00065703,0.000947867,0,0,4.27e-05,0,0,0,0,0,0,0,0.773061224,0.759515571,0.829387755,0.819204152,0.759515571,0.819204152,0.007621467,0.007223942,0.003874907,0.000896861,0.001104134,7.81e-05,3.98e-05,2.21e-05,0
"339",265,"559bccfe60c7193963f09388fb681ea65k7dp                           ",4.7e-05,0.000783699,0.002628121,0.000947867,0.001375516,0.007352941,0.000128238,0,0,0,0,0,0,0,0.82122449,0.890138408,0.862857143,0.890138408,0.830449827,0.94982699,0.007621467,0.004458204,0.001252495,0.000896861,0.000529064,0.000156226,0.000119408,8.83e-05,0
"340",617,"29db827ba14938954c90cefe40d26fe1130kd                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"341",607,"11b1859aaf7fa93818baa76007cf7207d8uwy                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"342",403,"fdd6944b3c3caaa7d1234ecfc11f8d080h90x                           ",0.000141029,0.001739812,0.002187911,0.007582938,0.005502063,0.014705882,0.000470206,0.000115721,0,0,0,0,0,0,0.764081633,0.78200692,0.794285714,0.87716263,0.756920415,0.87716263,0.004922198,0.004458204,0.001252495,0.002690583,0.001104134,0.000156226,0.000398026,0.000110368,0
"343",743,"d7e83a95a05308d4fae6428bb9073a7bg8aoa                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"344",176,"283987b9f1ffd4514757483ee1f01351xd678                           ",0.001480802,0.003166144,0.000781866,0.060663507,0.044016506,0.125,0.003889886,0.003298039,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.603265306,0.637543253,0.657959184,0.749134948,0.608131488,0.647923875,0.013813909,0.004829721,0.003444362,0.003686099,0.003657443,0.000624902,0.002109537,0.000772576,0
"345",13,"27cc072f1432f7aec4b7e17cf2e473f2x3bjg                           ",0.002174194,0.013359457,0.005775296,0.031279621,0.012379642,0.044117647,0.001410618,0.001041486,0,0,0,0,0,0,0.569795918,0.691176471,0.755918367,0.827854671,0.691176471,0.741349481,0.008574151,0.006357069,0.003874907,0.003461883,0.003070872,0.012263709,0.006209202,0.003443481,0
"346",721,"cbe8d224a38ccff930674361b502e7beyuf1k                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"347",503,"5bbc8f66464ec2d962b0360d1d74bf67imj47                           ",1.18e-05,0,0.00065703,0.000947867,0,0.007352941,4.27e-05,0,0,0,0,0,0,0,0.825306122,0.814878893,0.881632653,0.814878893,0.814878893,0.874567474,0.007621467,0.007223942,0.003874907,0,0.000529064,7.81e-05,0,2.21e-05,0
"348",513,"1717f6d4c48ae8d3e5f2566d4bb525f854j6d                           ",1.18e-05,0.000522466,0.00065703,0.000947867,0.000687758,0,4.27e-05,0,0,0,0,0,0,0,0.668571429,0.648788927,0.668571429,0.708477509,0.648788927,0.708477509,0.007621467,0.003095975,0.001917883,0.000896861,0.001104134,0,3.98e-05,2.21e-05,0
"349",218,"246c55639cf85c682d58cbd2ed6a6563vk2yn                           ",0.005864448,0.006353187,0.006333771,0.127014218,0.107290234,0.272058824,0.016029751,0.002661575,0.111111111,0.125,0.142857143,0,0.111111111,0.166666667,0.493061224,0.576124567,0.587755102,0.685121107,0.487024221,0.666955017,0.005239759,0.008833849,0.001135074,0.007973094,0.001380167,0.002187158,0.015443401,0.003090303,0
"350",482,"86a34cdbb975c141eea1854b10dbf1c8seom3                           ",2.35e-05,0.001044932,0.00131406,0,0,0,8.55e-05,0,0,0,0,0,0,0,0.641632653,0.715397924,0.731428571,0.715397924,0.620242215,0.715397924,0.015560495,0.011351909,0.003874907,0.001793722,0.001104134,0.000156226,7.96e-05,4.41e-05,0
"351",356,"2e33b1ee8a9d4a5cc5f886ca455e8f86kxu5r                           ",0.00034082,0.001217346,0.000578187,0.008530806,0.013755158,0.058823529,0.00106865,0.000867905,0,0,0,0,0,0,0.72,0.798442907,0.749387755,0.807958478,0.716262976,0.757785467,0.025087329,0.004086687,0.002935536,0.001695067,0.002001242,0.000234338,0.000437828,0.000286957,0
"352",718,"7cb144485c703ac09fc73aa646041f72ogqwv                           ",1.18e-05,0,0,0.000947867,0.000687758,0.007352941,4.27e-05,5.79e-05,0,0,0,0,0,0,0.750204082,0.735294118,0.750204082,0.735294118,0.735294118,0.735294118,0.015560495,0.003095975,0.003874907,0,0.001104134,0,0,0,0
"353",342,"fd5cef3fe1217c6591500c715d71717anczcq                           ",0.000152781,0.00191745,0.000177398,0.011374408,0.006877579,0.014705882,0.000470206,0.000578603,0,0,0,0,0,0,0.77877551,0.772491349,0.799183673,0.898788927,0.779411765,0.787197232,0.013178787,0.003467492,0.003874907,0.002690583,0.004175005,7.81e-05,0.000437828,6.62e-05,0
"354",31,"baff2ce04381eb1bc4747d557bf52208vqmby                           ",5.88e-05,0.001044932,0.003285151,0.000947867,0.000687758,0.007352941,4.27e-05,0,0,0,0,0,0,0,0.774693878,0.856401384,0.864489796,0.856401384,0.856401384,0.916089965,0.007621467,0.003095975,0.001917883,0,0.000529064,0.000234338,0.000119408,0.000110368,0
"355",23,"05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5                           ",3.53e-05,0.001567398,0.00065703,0,0,0,0,5.79e-05,0,0,0,0,0,0,0.697959184,0.80017301,0.811428571,0.80017301,0.80017301,0.740484429,0.031438552,0.003095975,0.007788955,0,0.002254273,0.000234338,0.000119408,4.41e-05,0
