20ebb9de648c6df989f04d07cf273c7b3yu8c                           ,1523.00,1523.00,1523.00,1523,23,1,1,1,1,1,3,3,1,1,1,1,1,0.0000674883970425934,0.0000010191944399078,0.0000000443128017351,0.0000000443128017351,0.0000000443128017351,0.0000000443128017351,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1523,1523,1523,1523,1523,0
8b4071f3e2702b88481054081363bc15her3f                           ,1466.00,1466.00,1466.00,1466,23,1,1,1,1,1,3,3,1,1,1,1,1,0.0000665472094798520,0.0000010440558103933,0.0000000453937308867,0.0000000453937308867,0.0000000453937308867,0.0000000453937308867,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1466,1466,1466,1466,1466,0
4cd52ae88da3e30dbe01da5048151c98p4f0v                           ,1464.00,1464.00,1464.00,1464,24,1,1,1,1,1,2,2,1,1,1,1,1,0.0000670200462606498,0.0000010986892829615,0.0000000457787201234,0.0000000457787201234,0.0000000457787201234,0.0000000457787201234,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1464,1464,1464,1464,1464,0
c600968815fc32b20e0519ecfce5b648en2wo                           ,250.00,83.33,83.33,250,22,1,6,3,3,3,2,2,1,1,1,1,2,0.0000110994275032260,0.0000009767496202839,0.0000002663862600774,0.0000001331931300387,0.0000001331931300387,0.0000001331931300387,0.14,3.00,3.00,0.50,0.50,1.00,1.00,250,250,102,102,236,1
cf22da37578048d2e51eca1e544c693cke5t3                           ,60.00,30.00,10.00,60,9,1,3,2,2,6,1,1,1,1,1,1,1,0.0000286936823556135,0.0000043040523533420,0.0000014346841177807,0.0000009564560785204,0.0000009564560785204,0.0000028693682355613,0.67,2.00,6.00,0.67,2.00,1.00,3.00,60,60,58,58,23,0
40e00fd204d0ce97110032bfc47f423d0bgrd                           ,51.00,25.50,2.43,51,6,1,2,2,2,21,1,1,1,1,1,1,1,0.0000065322906836088,0.0000007685047863069,0.0000002561682621023,0.0000002561682621023,0.0000002561682621023,0.0000026897667520742,3.50,2.00,21.00,1.00,10.50,1.00,10.50,51,51,33,33,4,1
5b0665172160ea4015e79dfbcfa7ed86oe0mc                           ,64.00,21.33,32.00,64,10,1,4,3,3,2,2,2,1,1,1,1,1,0.0000018954686452702,0.0000002961669758235,0.0000001184667903294,0.0000000888500927470,0.0000000888500927470,0.0000000592333951647,0.20,3.00,2.00,0.75,0.50,1.00,0.67,64,64,50,62,63,0
d79919e5ba11f26bce5e70f0a4f859e3e4q9y                           ,1915.00,1915.00,147.31,1915,58,1,83,1,188,13,2,2,1,2,1,2,1,0.0000345894610755213,0.0000010476181422351,0.0000014991776863020,0.0000000180623817627,0.0000033957277713828,0.0000002348109629148,0.22,188.00,13.00,2.27,0.16,188.00,13.00,1915,1915,813,1915,1871,0
ec6d3fbd8408ba43891370d4ffe41eabhnwbs                           ,6.00,6.00,1.50,6,1,1,1,1,1,4,1,1,1,1,1,1,1,0.0000002316272832560,0.0000000386045472093,0.0000000386045472093,0.0000000386045472093,0.0000000386045472093,0.0000001544181888373,4.00,1.00,4.00,1.00,4.00,1.00,4.00,6,6,6,6,2,0
8b253bd318229b3eea3f459bd81b8347khytb                           ,172.00,172.00,3.13,172,20,1,47,1,29,55,2,2,1,2,1,2,2,0.0000032898445679284,0.0000003825400660382,0.0000008989691551897,0.0000000191270033019,0.0000005546830957554,0.0000010519851816050,2.75,29.00,55.00,0.62,1.17,29.00,55.00,172,172,61,172,106,0
21f5b103136104e4947e293983dbaa5b4tder                           ,4605.00,80.79,1.56,4605,204,1,242,57,788,2947,3,3,1,3,3,3,3,0.0000831345907169856,0.0000036828352890912,0.0000043688536272553,0.0000010290275072461,0.0000142258539598229,0.0000532025274360383,14.45,788.00,2947.00,3.26,12.18,13.82,51.70,4605,4605,1089,3031,212,0
b0164d9a18a3cdf6082e96f9708040690qcqf                           ,91.00,11.38,30.33,91,42,1,63,8,16,3,1,1,1,1,1,1,1,0.0000016444740346224,0.0000007589880159796,0.0000011384820239693,0.0000001445691459009,0.0000002891382918017,0.0000000542134297128,0.07,16.00,3.00,0.25,0.05,2.00,0.38,91,91,4,22,68,0
27cc072f1432f7aec4b7e17cf2e473f2x3bjg                           ,186.00,26.57,9.79,186,34,1,19,7,34,19,1,1,1,1,1,1,1,0.0000035128177092082,0.0000006421279683499,0.0000003588362176073,0.0000001322028170132,0.0000006421279683499,0.0000003588362176073,0.56,34.00,19.00,1.79,1.00,4.86,2.71,186,186,158,157,157,0
8bf07d8631a2808f2c869e27afad2d41swgkd                           ,1027.00,35.41,3.27,1027,83,1,82,29,189,314,5,5,1,2,2,2,2,0.0000191066025634674,0.0000015441558060056,0.0000015255515191863,0.0000005395243177610,0.0000035162102088562,0.0000058417460612744,3.78,189.00,314.00,2.30,3.83,6.52,10.83,1027,1027,212,488,300,1
5920a92dc2b65e257061017a04eb5361tpa9b                           ,567.00,43.62,2.11,567,19,1,39,13,107,269,2,2,1,2,2,2,2,0.0000102864508736712,0.0000003446958846556,0.0000007075336579774,0.0000002358445526591,0.0000019411820872713,0.0000048801680511774,14.16,107.00,269.00,2.74,6.90,8.23,20.69,567,567,186,389,89,1
5f529b5ee68b60482c5d0c56ee91f3c2cjrmx                           ,996.00,38.31,3.12,996,80,1,88,26,196,319,5,5,1,3,2,3,3,0.0000181861864170476,0.0000014607378648231,0.0000016068116513054,0.0000004747398060675,0.0000035788077688166,0.0000058246922359821,3.99,196.00,319.00,2.23,3.63,7.54,12.27,996,996,180,468,267,1
bf65e77ce8676fbab6fc78b70c50f05a8da8a                           ,652.00,163.00,2.01,652,11,1,87,4,147,324,2,2,1,2,1,2,2,0.0000117766729092849,0.0000001986861993898,0.0000015714272133555,0.0000000722495270508,0.0000026551701191179,0.0000058522116911170,29.45,147.00,324.00,1.69,3.72,36.75,81.00,652,652,207,536,85,0
631f923b7bcf91f61a2e9f96520bd8c8vtl14                           ,1044.00,36.00,1.51,1044,11,1,97,29,237,693,2,2,1,2,2,2,2,0.0000188813585135709,0.0000001989415169054,0.0000017543024672571,0.0000005244821809325,0.0000042862854096899,0.0000125333155650427,63.00,237.00,693.00,2.44,7.14,8.17,23.90,1044,1044,200,249,351,0
ca0331fc37db2b251a012376f7b987fcma2jw                           ,298.00,149.00,9.93,298,40,1,47,2,70,30,2,2,1,2,1,2,1,0.0000055498377784960,0.0000007449446682545,0.0000008753099851990,0.0000000372472334127,0.0000013036531694454,0.0000005587085011909,0.75,70.00,30.00,1.49,0.64,35.00,15.00,298,298,168,297,262,0
a945c65b19da56d0c7358d8858fe14e8ulfel                           ,7631.00,73.38,2.82,7631,244,1,598,104,1797,2707,3,3,1,3,3,3,3,0.0001378301043785636,0.0000044070954617179,0.0000108009962545382,0.0000018784341312240,0.0000324571743635538,0.0000488934730117641,11.09,1797.00,2707.00,3.01,4.53,17.28,26.03,7631,7631,1006,1866,3353,0
3043fb0b4a1904222f640107f84d6f799tves                           ,4.00,4.00,4.00,4,3,1,1,1,1,1,1,1,1,1,1,1,1,0.0000022525192649474,0.0000016893894487105,0.0000005631298162368,0.0000005631298162368,0.0000005631298162368,0.0000005631298162368,0.33,1.00,1.00,1.00,1.00,1.00,1.00,4,4,4,4,4,0
120beb4523541f769a2b658cbc41dd57w7im7                           ,4.00,4.00,4.00,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0.0000199475065606327,0.0000099737532803163,0.0000049868766401582,0.0000049868766401582,0.0000049868766401582,0.0000049868766401582,0.50,1.00,1.00,1.00,1.00,1.00,1.00,4,4,4,4,4,0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5                           ,4.00,4.00,2.00,4,1,1,1,1,1,2,1,1,1,1,1,1,1,0.0000007286673058499,0.0000001821668264625,0.0000001821668264625,0.0000001821668264625,0.0000001821668264625,0.0000003643336529250,2.00,1.00,2.00,1.00,2.00,1.00,2.00,4,4,4,4,3,0
d7eefaad31febe607c252199a7672420kl1el                           ,139.00,23.17,3.56,139,26,1,21,6,37,39,1,1,1,1,1,1,1,0.0000025509021365417,0.0000004771471622308,0.0000003853880925710,0.0000001101108835917,0.0000006790171154823,0.0000007157207433462,1.50,37.00,39.00,1.76,1.86,6.17,6.50,139,139,93,74,49,1
a58ace8b671a7531c88814bc86b2a34cf0crb                           ,85090.00,1350.63,4.92,85090,601,1,1455,63,23395,17284,10,9,1,8,6,10,7,0.0015349872773544183,0.0000108417834491715,0.0000262475788994086,0.0000011364931069847,0.0004220358133001130,0.0003117959819225968,28.76,23395.00,17284.00,16.08,11.88,371.35,274.35,85090,85090,12803,25125,45304,0
c4709885ecca7b90dea4beb5dabd68aegk2pz                           ,7.00,3.50,3.50,7,2,1,3,2,2,2,1,1,1,1,1,1,1,0.0000082814445827629,0.0000023661270236465,0.0000035491905354698,0.0000023661270236465,0.0000023661270236465,0.0000023661270236465,1.00,2.00,2.00,0.67,0.67,1.00,1.00,7,7,5,6,6,0
42c407eb70ddacdcd59d63f22caaafc4fa0p2                           ,145.00,14.50,4.26,145,28,1,55,10,43,34,1,1,1,1,1,1,1,0.0000027029148312019,0.0000005219421743011,0.0000010252435566628,0.0000001864079193932,0.0000008015540533909,0.0000006337869259370,1.21,43.00,34.00,0.78,0.62,4.30,3.40,145,145,11,109,71,1
b6a7b5bba132a90e7c7cb350d2bfa52d7sion                           ,105.00,35.00,3.75,105,28,1,29,3,33,28,1,1,1,1,1,1,1,0.0000019407936338066,0.0000005175449690151,0.0000005360287179085,0.0000000554512466802,0.0000006099637134821,0.0000005175449690151,1.00,33.00,28.00,1.14,0.97,11.00,9.33,105,105,52,103,69,0
b4210edd4ec9bf872c7108fdb3c6aae9cjwz7                           ,25.00,12.50,2.08,25,6,1,18,2,8,12,1,1,1,1,1,1,1,0.0000005546927002441,0.0000001331262480586,0.0000003993787441757,0.0000000443754160195,0.0000001775016640781,0.0000002662524961172,2.00,8.00,12.00,0.44,0.67,4.00,6.00,25,25,3,24,9,0
52d8066e28f168e5bee769559ead307e1go7e                           ,2201.00,43.16,3.66,2201,179,1,297,51,729,601,4,3,1,3,2,3,3,0.0000397530347823343,0.0000032329819291403,0.0000053642214131546,0.0000009211289295316,0.0000131667252868340,0.0000108548722872253,3.36,729.00,601.00,2.45,2.02,14.29,11.78,2201,2201,178,877,223,1
baff2ce04381eb1bc4747d557bf52208vqmby                           ,6.00,3.00,6.00,6,2,1,2,2,2,1,1,1,1,1,1,1,1,0.0000002868285318912,0.0000000956095106304,0.0000000956095106304,0.0000000956095106304,0.0000000956095106304,0.0000000478047553152,0.50,2.00,1.00,1.00,0.50,1.00,0.50,6,6,4,4,6,0
c89ad997f646e388fe375d7fe33a3727dzrh0                           ,3.00,3.00,3.00,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0002111111113456790,0.0000703703704485597,0.0000703703704485597,0.0000703703704485597,0.0000703703704485597,0.0000703703704485597,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3,3,3,3,3,0
7ce3afe39ece9d672e9adcf3dcf2aa44a8r22                           ,6.00,3.00,1.00,6,4,1,2,2,2,6,1,1,1,1,1,1,1,0.0000115618661262297,0.0000077079107508198,0.0000038539553754099,0.0000038539553754099,0.0000038539553754099,0.0000115618661262297,1.50,2.00,6.00,1.00,3.00,1.00,3.00,6,6,5,5,1,0
9375e98d0810ce9119ccf45300249636zfpd9                           ,3.00,3.00,1.00,3,3,1,1,1,1,3,1,1,1,1,1,1,1,0.0000029366306029788,0.0000029366306029788,0.0000009788768676596,0.0000009788768676596,0.0000009788768676596,0.0000029366306029788,1.00,1.00,3.00,1.00,3.00,1.00,3.00,3,3,3,3,1,0
d1200a75b6c05584f4f902e74d3dead76cj15                           ,3.00,3.00,1.00,3,3,1,1,1,1,3,1,1,1,1,1,1,1,0.0000863636363767218,0.0000863636363767218,0.0000287878787922406,0.0000287878787922406,0.0000287878787922406,0.0000863636363767218,1.00,1.00,3.00,1.00,3.00,1.00,3.00,3,3,3,3,1,0
0870fb7e5701f3ba56762b03e157afdc1yw7u                           ,220.00,18.33,2.02,220,20,1,54,12,75,109,2,1,1,2,2,1,2,0.0000044415164909937,0.0000004037742264540,0.0000010901904114257,0.0000002422645358724,0.0000015141533492024,0.0000022005695341742,5.45,75.00,109.00,1.39,2.02,6.25,9.08,220,220,59,84,46,0
6c8ffec692e88d81e1b18d47818abb04v6llr                           ,37858.00,305.31,5.73,37858,744,1,1212,124,13198,6607,7,6,1,5,5,7,5,0.0006829421594321726,0.0000134214424062955,0.0000218639626296105,0.0000022369070677159,0.0002380862861267318,0.0001191874596483799,8.88,13198.00,6607.00,10.89,5.45,106.44,53.28,37858,37858,8453,5641,21490,0
