"","row_id","bidder_id","bid_merchandise","bid_country","bid_url","total_auctions","total_devices","total_countries","total_ips","total_urls","max_bids","max_auctions","max_devices","max_countries","max_ips","max_urls","bid_freq","auction_freq","device_freq","country_freq","ip_freq","url_freq","url_auction","ip_device","url_device","ip_country","url_country","max_bid_in_device","max_bid_in_country","max_bid_in_url","outcome"
"1",2,"8b4071f3e2702b88481054081363bc15her3f                           ",0.017217267,0.765412748,0.962549277,0.020853081,0,0,0,0,0.222222222,0.25,0,0,0,0,0.329795918,0.649653979,0.924897959,0.920415225,0.920415225,0.920415225,0.000317561,0.003095975,0.003874907,0,0.001104134,0.114435244,0.058310779,0.032337814,0
"2",3,"4cd52ae88da3e30dbe01da5048151c98p4f0v                           ",0.017193762,0.764367816,0.961235217,0.021800948,0,0,0,0,0.111111111,0.125,0,0,0,0,0.328979592,0.644463668,0.924081633,0.919550173,0.919550173,0.919550173,0.000317561,0.003095975,0.003874907,0,0.001104134,0.114279019,0.058231173,0.032293667,0
"3",4,"c600968815fc32b20e0519ecfce5b648en2wo                           ",0.002926348,0.043014629,0.054093298,0.019905213,0.00343879,0.014705882,8.55e-05,0.000115721,0.111111111,0.125,0,0,0,0.166666667,0.475918367,0.654844291,0.780408163,0.826989619,0.826989619,0.826989619,0.001905367,0.001031992,0.001917883,0,0.001104134,0.007889392,0.00402006,0.005187294,1
"4",5,"cf22da37578048d2e51eca1e544c693cke5t3                           ",0.000693392,0.015151515,0.005913272,0.007582938,0.001375516,0.007352941,4.27e-05,0.000289302,0,0,0,0,0,0,0.398367347,0.526816609,0.643265306,0.656574394,0.656574394,0.561418685,0.010320737,0.001733746,0.007788955,0,0.003404412,0.004452429,0.002268747,0.000485619,0
"5",6,"40e00fd204d0ce97110032bfc47f423d0bgrd                           ",0.00058762,0.012800418,0.000939553,0.004739336,0.000687758,0.007352941,4.27e-05,0.001157207,0,0,0,0,0,0,0.519183673,0.675605536,0.783673469,0.770761246,0.770761246,0.567474048,0.055255637,0.003095975,0.041058358,0,0.012030456,0.002499609,0.001273683,6.62e-05,1
"6",7,"5b0665172160ea4015e79dfbcfa7ed86oe0mc                           ",0.000740401,0.010621735,0.020367937,0.008530806,0.002063274,0.014705882,8.55e-05,5.79e-05,0.111111111,0.125,0,0,0,0,0.620408163,0.758650519,0.846530612,0.862456747,0.862456747,0.897058824,0.00285805,0.002063983,0.001917883,0,0.000724588,0.003827527,0.002427957,0.001368563,0
"7",8,"d79919e5ba11f26bce5e70f0a4f859e3e4q9y                           ",0.022494094,1,0.096130092,0.054028436,0.056396149,0,0.007993503,0.000694324,0.111111111,0.125,0.142857143,0,0.111111111,0,0.382857143,0.648788927,0.639183673,1,0.547577855,0.778546713,0.003175611,0.008338493,0.000587107,0.167713004,0.014905804,0.063427589,0.076182137,0.04127762,0
"8",10,"8b253bd318229b3eea3f459bd81b8347khytb                           ",0.00200966,0.089341693,0.001399474,0.018009479,0.031636864,0,0.001196888,0.003124458,0.111111111,0.125,0.142857143,0,0.111111111,0.166666667,0.575510204,0.73615917,0.680816327,0.99567474,0.704152249,0.648788927,0.043347094,0.001527348,0.004540295,0.025112108,0.063211649,0.004686768,0.006806241,0.002317727,0
"9",11,"21f5b103136104e4947e293983dbaa5b4tder                           ",0.054108052,0.041687565,0.000367937,0.192417062,0.165749656,0.411764706,0.033641105,0.170456518,0.222222222,0.25,0.285714286,0.4,0.222222222,0.333333333,0.311836735,0.539792388,0.551836735,0.650519031,0.423010381,0.308823529,0.229120356,0.012425181,0.047633958,0.011497758,0.059416189,0.084986721,0.120601815,0.004657528,0
"10",15,"5920a92dc2b65e257061017a04eb5361tpa9b                           ",0.006651859,0.022267503,0.000729304,0.017061611,0.026134801,0.088235294,0.004531076,0.015506567,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.48244898,0.744809689,0.700408163,0.777681661,0.596020761,0.515570934,0.224515719,0.010278638,0.026967787,0.006484305,0.023750374,0.014450867,0.015443401,0.001942476,1
"11",16,"5f529b5ee68b60482c5d0c56ee91f3c2cjrmx                           ",0.011693638,0.019493208,0.001392904,0.074881517,0.059834938,0.183823529,0.008335471,0.018399583,0.444444444,0.5,0.285714286,0.2,0.222222222,0.333333333,0.435918367,0.620242215,0.633469388,0.717128028,0.542387543,0.500865052,0.063035884,0.008173375,0.014168852,0.005865471,0.014066202,0.01398219,0.018587804,0.005871576,1
"12",17,"bf65e77ce8676fbab6fc78b70c50f05a8da8a                           ",0.007650813,0.084639498,0.000663601,0.009478673,0.05914718,0.022058824,0.006240916,0.018688885,0.111111111,0.125,0.142857143,0,0.111111111,0.166666667,0.471020408,0.792387543,0.635918367,0.880622837,0.5683391,0.5,0.467291204,0.005944272,0.014521116,0.03206278,0.093115267,0.016091236,0.02129438,0.001854182,0
"13",18,"631f923b7bcf91f61a2e9f96520bd8c8vtl14                           ",0.012257754,0.018286311,0.000335085,0.009478673,0.066024759,0.205882353,0.010088057,0.040039345,0.111111111,0.125,0.142857143,0.2,0.111111111,0.166666667,0.432653061,0.792387543,0.626938776,0.708477509,0.526816609,0.434256055,1,0.009040248,0.027907159,0.006430493,0.027442321,0.015544446,0.00987104,0.007725758,0
"14",19,"ca0331fc37db2b251a012376f7b987fcma2jw                           ",0.003490463,0.077324974,0.00586728,0.036966825,0.031636864,0.007352941,0.002949474,0.001677949,0.111111111,0.125,0.142857143,0,0.111111111,0,0.532244898,0.678200692,0.683265306,0.937716263,0.629757785,0.703287197,0.011590981,0.005118679,0.00246585,0.030493274,0.017206082,0.013044837,0.011781563,0.005761208,0
"15",20,"a945c65b19da56d0c7358d8858fe14e8ulfel                           ",0.089670815,0.037816092,0.001195795,0.230331754,0.410591472,0.757352941,0.076771822,0.15657004,0.222222222,0.25,0.285714286,0.4,0.222222222,0.333333333,0.270204082,0.525086505,0.478367347,0.598615917,0.352076125,0.316608997,0.175770086,0.011393189,0.017691495,0.014600897,0.029892117,0.078503359,0.07423181,0.073990685,0
"16",21,"3043fb0b4a1904222f640107f84d6f799tves                           ",3.53e-05,0.001567398,0.001971091,0.001895735,0,0,0,0,0,0,0,0,0,0,0.606530612,0.607266436,0.719183673,0.702422145,0.702422145,0.702422145,0.004922198,0.003095975,0.003874907,0,0.001104134,0.000234338,0.000119408,6.62e-05,0
"17",22,"120beb4523541f769a2b658cbc41dd57w7im7                           ",3.53e-05,0.001567398,0.001971091,0.000947867,0,0,0,0,0,0,0,0,0,0,0.428571429,0.454152249,0.54122449,0.51384083,0.51384083,0.51384083,0.007621467,0.003095975,0.003874907,0,0.001104134,0.000234338,0.000119408,6.62e-05,0
"18",24,"d7eefaad31febe607c252199a7672420kl1el                           ",0.001621831,0.011583072,0.001681997,0.023696682,0.013755158,0.036764706,0.001538856,0.002198692,0,0,0,0,0,0,0.595918367,0.717128028,0.750204082,0.843425606,0.686851211,0.6816609,0.023499524,0.00623323,0.007240988,0.004636771,0.007429899,0.007186377,0.002905588,0.001059532,1
"19",25,"a58ace8b671a7531c88814bc86b2a34cf0crb                           ",1,0.705135841,0.002575558,0.568720379,1,0.455882353,1,1,1,1,1,1,1,1,0.073469388,0.447231834,0.405714286,0.641868512,0.129757785,0.156574394,0.456335345,0.065345717,0.046459744,0.332152466,0.315494675,1,1,1,0
"20",26,"c4709885ecca7b90dea4beb5dabd68aegk2pz                           ",7.05e-05,0.001306165,0.001642576,0.000947867,0.001375516,0.007352941,4.27e-05,5.79e-05,0,0,0,0,0,0,0.499591837,0.578719723,0.568979592,0.578719723,0.578719723,0.578719723,0.015560495,0.001733746,0.002583271,0,0.001104134,0.000312451,0.000199013,0.000110368,0
"21",27,"42c407eb70ddacdcd59d63f22caaafc4fa0p2                           ",0.001692346,0.007053292,0.002141919,0.025592417,0.037138927,0.066176471,0.001795332,0.001909391,0,0,0,0,0,0,0.591020408,0.709342561,0.670204082,0.798442907,0.672145329,0.692041522,0.018894887,0.002187822,0.002387569,0.002959641,0.003864468,0.000781128,0.004298679,0.001545152,1
"22",28,"b6a7b5bba132a90e7c7cb350d2bfa52d7sion                           ",0.00122225,0.017763845,0.001806833,0.025592417,0.019257221,0.014705882,0.001367872,0.001562229,0,0,0,0,0,0,0.61877551,0.710207612,0.723265306,0.903114187,0.69550173,0.710207612,0.015560495,0.003673891,0.003757486,0.00896861,0.010684793,0.003983753,0.004059863,0.001501004,0
"23",32,"c89ad997f646e388fe375d7fe33a3727dzrh0                           ",2.35e-05,0.001044932,0.00131406,0,0,0,0,0,0,0,0,0,0,0,0.235918367,0.284602076,0.324897959,0.284602076,0.284602076,0.284602076,0.015560495,0.003095975,0.003874907,0,0.001104134,0.000156226,7.96e-05,4.41e-05,0
"24",33,"7ce3afe39ece9d672e9adcf3dcf2aa44a8r22                           ",5.88e-05,0.001044932,0,0.002843602,0.000687758,0.007352941,4.27e-05,0.000289302,0,0,0,0,0,0,0.472653061,0.476643599,0.56244898,0.53633218,0.53633218,0.441176471,0.023499524,0.003095975,0.011703002,0,0.003404412,0.000312451,0.00015921,0,0
"25",34,"9375e98d0810ce9119ccf45300249636zfpd9                           ",2.35e-05,0.001044932,0,0.001895735,0,0,0,0.000115721,0,0,0,0,0,0,0.584489796,0.559688581,0.674285714,0.654844291,0.654844291,0.559688581,0.015560495,0.003095975,0.011703002,0,0.003404412,0.000156226,7.96e-05,0,0
"26",35,"d1200a75b6c05584f4f902e74d3dead76cj15                           ",2.35e-05,0.001044932,0,0.001895735,0,0,0,0.000115721,0,0,0,0,0,0,0.308571429,0.267301038,0.398367347,0.362456747,0.362456747,0.267301038,0.015560495,0.003095975,0.011703002,0,0.003404412,0.000156226,7.96e-05,0,0
